Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,NULL,NULL,BATH,NY,14810,STEUBEN,6077768500,16.7,No Different than U.S. National Rate,12.6,21.5,   35,,11.4,No Different than U.S. National Rate,8.2,15.6,  115,,12.0,No Different than U.S. National Rate,8.8,16.1,  126,,21.1,No Different than U.S. National Rate,17.1,25.6,   26,,25.5,No Different than U.S. National Rate,21.2,30.4,  139,,19.7,No Different than U.S. National Rate,16.1,24.1,  143,
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,NULL,NULL,HORNELL,NY,14843,STEUBEN,6073248000,16.5,No Different than U.S. National Rate,12.3,21.6,   25,,10.4,No Different than U.S. National Rate,7.4,14.3,   93,,10.2,No Different than U.S. National Rate,7.6,13.2,  254,,NULL,Number of Cases Too Small,NULL,NULL,   14,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,24.3,No Different than U.S. National Rate,20.1,28.9,  111,,20.9,No Different than U.S. National Rate,17.7,24.3,  272,
330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,NULL,NULL,BROOKLYN,NY,11201,KINGS,7187804651,15.3,No Different than U.S. National Rate,12.2,18.7,  186,, 9.9,No Different than U.S. National Rate,7.6,12.7,  331,,10.2,No Different than U.S. National Rate,7.7,13.4,  214,,21.0,No Different than U.S. National Rate,17.8,24.5,  155,,29.1,Worse than U.S. National Rate,25.9,32.4,  439,,20.5,No Different than U.S. National Rate,17.0,24.5,  216,
330153,ELLIS HOSPITAL,1101 NOTT STREET,NULL,NULL,SCHENECTADY,NY,12308,SCHENECTADY,5182434196,14.1,No Different than U.S. National Rate,11.9,16.6,  514,, 9.4,No Different than U.S. National Rate,7.9,11.2,  775,,10.9,No Different than U.S. National Rate,8.9,13.3,  469,,19.9,No Different than U.S. National Rate,17.4,22.6,  540,,25.1,No Different than U.S. National Rate,22.6,27.7,  891,,18.9,No Different than U.S. National Rate,16.4,22.0,  465,
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,NULL,NULL,WATERTOWN,NY,13601,JEFFERSON,3157854121,16.0,No Different than U.S. National Rate,12.6,20.0,   97,,13.7,No Different than U.S. National Rate,11.0,16.7,  363,,15.2,Worse than U.S. National Rate,12.5,18.4,  409,,20.8,No Different than U.S. National Rate,17.2,25.1,   47,,22.1,No Different than U.S. National Rate,18.9,25.5,  379,,16.5,No Different than U.S. National Rate,13.9,19.6,  391,
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,NULL,NULL,SUFFERN,NY,10901,ROCKLAND,9143685000,15.0,No Different than U.S. National Rate,12.8,17.5,  499,,10.4,No Different than U.S. National Rate,8.6,12.7,  497,, 9.9,No Different than U.S. National Rate,8.1,12.0,  527,,21.8,No Different than U.S. National Rate,19.2,24.5,  554,,24.8,No Different than U.S. National Rate,22.2,27.7,  613,,19.9,No Different than U.S. National Rate,17.3,22.5,  521,
330159,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,4900 BROAD ROAD,NULL,NULL,SYRACUSE,NY,13215,ONONDAGA,3154925011,16.5,No Different than U.S. National Rate,13.3,20.1,  168,,11.8,No Different than U.S. National Rate,9.6,14.4,  401,,16.3,Worse than U.S. National Rate,14.1,18.9,  653,,18.9,No Different than U.S. National Rate,15.5,22.7,   99,,26.5,No Different than U.S. National Rate,23.2,30.2,  441,,16.9,No Different than U.S. National Rate,14.5,19.5,  617,
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,NULL,NULL,STATEN ISLAND,NY,10305,RICHMOND,7182269000,16.1,No Different than U.S. National Rate,13.7,18.8,  474,,10.7,No Different than U.S. National Rate,9.1,12.5,  842,,11.2,No Different than U.S. National Rate,9.3,13.4,  599,,22.0,No Different than U.S. National Rate,19.3,25.0,  458,,27.2,Worse than U.S. National Rate,24.8,29.8,  996,,19.6,No Different than U.S. National Rate,17.1,22.2,  595,
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,NULL,NULL,MOUNT KISCO,NY,10549,WESTCHESTER,9146661200,14.3,No Different than U.S. National Rate,11.2,18.3,  107,,10.0,No Different than U.S. National Rate,7.7,12.5,  292,,10.8,No Different than U.S. National Rate,8.6,13.5,  355,,20.5,No Different than U.S. National Rate,16.9,24.9,   64,,25.7,No Different than U.S. National Rate,22.2,29.3,  347,,19.4,No Different than U.S. National Rate,16.3,22.7,  377,
330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,NULL,NULL,LOCKPORT,NY,14094,NIAGARA,7165145700,17.9,No Different than U.S. National Rate,14.1,22.2,   92,,11.7,No Different than U.S. National Rate,9.0,15.3,  197,,14.8,Worse than U.S. National Rate,11.9,18.3,  328,,19.4,No Different than U.S. National Rate,15.9,23.3,   63,,24.2,No Different than U.S. National Rate,20.4,28.4,  208,,20.1,No Different than U.S. National Rate,16.9,23.5,  327,
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,NULL,NULL,ROCHESTER,NY,14620,MONROE,5854732200,15.7,No Different than U.S. National Rate,12.3,19.6,   95,,14.8,Worse than U.S. National Rate,12.0,18.1,  268,,11.8,No Different than U.S. National Rate,9.6,14.5,  407,,20.2,No Different than U.S. National Rate,16.7,24.2,   86,,24.9,No Different than U.S. National Rate,21.5,28.9,  294,,16.8,No Different than U.S. National Rate,14.2,19.6,  443,
330166,"WESTFIELD MEMORIAL HOSPITAL, INC",189 EAST MAIN STREET,NULL,NULL,WESTFIELD,NY,14787,CHAUTAUQUA,7163264921,NULL,Number of Cases Too Small,NULL,NULL,    1,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,12.9,No Different than U.S. National Rate,8.9,17.8,   31,,10.8,No Different than U.S. National Rate,7.7,14.7,   71,,NULL,Number of Cases Too Small,NULL,NULL,    1,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,23.3,No Different than U.S. National Rate,18.4,28.9,   31,,17.4,No Different than U.S. National Rate,13.6,21.8,   77,
330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,NULL,NULL,MINEOLA,NY,11501,NASSAU,5166630333,14.5,No Different than U.S. National Rate,12.1,17.1,  483,,10.0,No Different than U.S. National Rate,8.6,11.6, 1084,, 9.8,No Different than U.S. National Rate,8.2,11.6,  835,,22.3,No Different than U.S. National Rate,19.6,25.0,  570,,25.2,No Different than U.S. National Rate,23.1,27.4, 1283,,20.5,No Different than U.S. National Rate,18.1,22.9,  831,
330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NULL,NULL,NEW YORK,NY,10003,NEW YORK,2124202000,14.1,No Different than U.S. National Rate,12.1,16.3,  620,, 9.4,Better than U.S. National Rate,8.2,10.8, 1316,, 9.6,Better than U.S. National Rate,8.1,11.2, 1009,,21.8,No Different than U.S. National Rate,19.4,24.5,  560,,29.5,Worse than U.S. National Rate,27.5,31.5, 1609,,20.8,Worse than U.S. National Rate,18.6,23.1,  996,
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,NULL,NULL,CORTLAND,NY,13045,CORTLAND,6077563500,17.0,No Different than U.S. National Rate,13.8,21.0,   88,,11.7,No Different than U.S. National Rate,9.2,14.4,  240,,11.7,No Different than U.S. National Rate,9.6,14.2,  478,,19.3,No Different than U.S. National Rate,15.8,23.2,   43,,28.1,No Different than U.S. National Rate,24.2,32.3,  253,,20.5,No Different than U.S. National Rate,17.8,23.5,  506,
330177,EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,77 WEST BARNEY STREET,NULL,NULL,GOUVERNEUR,NY,13642,SAINT LAWRENCE,3152871000,16.0,No Different than U.S. National Rate,11.4,21.9,   25,, 9.4,No Different than U.S. National Rate,6.5,13.4,  104,,15.3,No Different than U.S. National Rate,11.0,20.8,   79,,NULL,Number of Cases Too Small,NULL,NULL,   10,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,26.1,No Different than U.S. National Rate,21.7,31.1,  126,,18.7,No Different than U.S. National Rate,14.7,23.3,   69,
330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,NULL,NULL,TROY,NY,12180,RENSSELAER,5182713225,17.2,No Different than U.S. National Rate,13.2,21.5,   76,,14.5,Worse than U.S. National Rate,11.3,18.3,  215,,13.7,No Different than U.S. National Rate,11.0,17.0,  323,,19.8,No Different than U.S. National Rate,16.2,23.7,   51,,23.0,No Different than U.S. National Rate,19.4,27.0,  224,,19.5,No Different than U.S. National Rate,16.6,22.9,  326,
330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,NULL,NULL,GLEN COVE,NY,11542,NASSAU,5166747300,14.5,No Different than U.S. National Rate,11.5,18.0,  127,,10.1,No Different than U.S. National Rate,8.4,12.1,  495,,12.3,No Different than U.S. National Rate,10.1,14.7,  366,,21.3,No Different than U.S. National Rate,17.9,25.0,   83,,26.4,No Different than U.S. National Rate,23.3,29.6,  553,,17.5,No Different than U.S. National Rate,14.6,20.5,  334,
330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,NULL,NULL,ROSLYN,NY,11576,NASSAU,5165626000,13.3,Better than U.S. National Rate,11.0,15.8,  567,, 9.0,Better than U.S. National Rate,7.8,10.4, 1408,, 8.6,Better than U.S. National Rate,6.7,10.9,  375,,19.9,No Different than U.S. National Rate,18.0,22.0, 1125,,24.5,No Different than U.S. National Rate,22.8,26.5, 1813,,19.0,No Different than U.S. National Rate,16.2,21.8,  393,
330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NULL,NULL,NEW ROCHELLE,NY,10802,WESTCHESTER,9146325000,18.0,No Different than U.S. National Rate,15.0,21.3,  238,,11.5,No Different than U.S. National Rate,9.4,14.0,  446,,12.3,No Different than U.S. National Rate,9.8,15.4,  327,,23.4,No Different than U.S. National Rate,19.7,27.1,  142,,24.2,No Different than U.S. National Rate,21.2,27.3,  523,,18.8,No Different than U.S. National Rate,15.8,22.2,  321,
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,NULL,NULL,PORT JEFFERSON,NY,11777,SUFFOLK,6314731320,13.4,Better than U.S. National Rate,11.3,15.9,  391,, 9.6,No Different than U.S. National Rate,8.0,11.4,  687,, 9.9,No Different than U.S. National Rate,8.1,12.0,  544,,21.6,No Different than U.S. National Rate,18.8,24.7,  256,,27.1,No Different than U.S. National Rate,24.5,29.9,  784,,19.8,No Different than U.S. National Rate,17.3,22.6,  534,
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,NULL,NULL,LEWISTON,NY,14092,NIAGARA,7162974800,14.9,No Different than U.S. National Rate,12.1,18.3,  169,, 9.8,No Different than U.S. National Rate,7.8,12.1,  378,, 8.9,No Different than U.S. National Rate,6.6,11.6,  217,,19.4,No Different than U.S. National Rate,16.3,22.9,  128,,26.9,No Different than U.S. National Rate,23.7,30.3,  454,,17.0,No Different than U.S. National Rate,14.1,20.5,  216,
330189,ALBANY MEDICAL CENTER / SOUTH CLINICAL CAMPUS,25 HACKETT BOULEVARD,NULL,NULL,ALBANY,NY,12208,ALBANY,5182421461,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure
330191,GLENS FALLS HOSPITAL,100 PARK STREET,NULL,NULL,GLENS FALLS,NY,12801,WARREN,5189261000,16.3,No Different than U.S. National Rate,13.7,19.4,  362,,10.4,No Different than U.S. National Rate,8.5,12.6,  565,,11.2,No Different than U.S. National Rate,9.4,13.4,  674,,20.7,No Different than U.S. National Rate,17.8,23.8,  290,,24.8,No Different than U.S. National Rate,22.1,27.7,  645,,17.7,No Different than U.S. National Rate,15.5,20.2,  659,
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,NULL,NULL,FLUSHING,NY,11355,QUEENS,7186705000,16.4,No Different than U.S. National Rate,13.8,19.3,  218,,12.3,No Different than U.S. National Rate,10.2,14.7,  305,,15.5,Worse than U.S. National Rate,13.2,18.2,  355,,21.7,No Different than U.S. National Rate,18.3,25.4,  149,,29.9,Worse than U.S. National Rate,26.3,33.6,  314,,21.1,No Different than U.S. National Rate,18.3,24.3,  311,
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,NULL,NULL,BROOKLYN,NY,11219,KINGS,7182836000,12.0,Better than U.S. National Rate,10.4,13.7,  894,, 7.7,Better than U.S. National Rate,6.7,8.9, 1328,, 7.0,Better than U.S. National Rate,5.8,8.4,  829,,22.4,Worse than U.S. National Rate,20.4,24.6,  914,,26.5,No Different than U.S. National Rate,24.7,28.5, 1644,,19.5,No Different than U.S. National Rate,17.5,21.9,  862,
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NULL,NULL,NEW HYDE PARK,NY,11040,NASSAU,7184707000,16.1,No Different than U.S. National Rate,13.0,19.8,  290,,12.7,No Different than U.S. National Rate,10.9,14.8,  817,,13.3,No Different than U.S. National Rate,11.1,15.9,  453,,21.2,No Different than U.S. National Rate,18.4,24.2,  459,,24.5,No Different than U.S. National Rate,22.2,26.8, 1050,,20.7,No Different than U.S. National Rate,18.0,23.8,  419,
330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,NULL,NULL,BROOKLYN,NY,11235,KINGS,7186163000,15.3,No Different than U.S. National Rate,12.6,18.6,  234,, 9.9,No Different than U.S. National Rate,8.2,12.0,  639,,11.1,No Different than U.S. National Rate,8.8,13.8,  238,,21.3,No Different than U.S. National Rate,18.1,24.8,  148,,30.8,Worse than U.S. National Rate,28.1,33.4,  794,,20.3,No Different than U.S. National Rate,17.1,24.1,  220,
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,NULL,NULL,POTSDAM,NY,13676,SAINT LAWRENCE,3152653300,17.1,No Different than U.S. National Rate,13.4,21.4,   63,,13.5,No Different than U.S. National Rate,10.2,17.4,  164,,15.0,Worse than U.S. National Rate,12.0,18.5,  296,,NULL,Number of Cases Too Small,NULL,NULL,   22,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,26.3,No Different than U.S. National Rate,22.1,31.0,  178,,18.7,No Different than U.S. National Rate,15.8,22.4,  315,
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,NULL,NULL,OCEANSIDE,NY,11572,NASSAU,5166323000,15.0,No Different than U.S. National Rate,12.7,17.7,  416,,11.4,No Different than U.S. National Rate,9.7,13.3,  801,,11.1,No Different than U.S. National Rate,9.4,13.2,  672,,18.9,No Different than U.S. National Rate,16.1,21.9,  325,,25.9,No Different than U.S. National Rate,23.5,28.5,  930,,21.8,Worse than U.S. National Rate,19.1,24.6,  638,
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NULL,NULL,NEW YORK,NY,10029,NEW YORK,2124237554,15.2,No Different than U.S. National Rate,11.1,20.6,   25,,10.1,No Different than U.S. National Rate,7.2,14.2,   51,,10.6,No Different than U.S. National Rate,7.1,15.4,   51,,NULL,Number of Cases Too Small,NULL,NULL,   11,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,27.0,No Different than U.S. National Rate,21.8,33.0,   56,,19.4,No Different than U.S. National Rate,15.0,24.5,   52,
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,NULL,NULL,BROOKLYN,NY,11203,KINGS,7186045789,16.2,No Different than U.S. National Rate,12.3,20.5,   53,, 8.2,Better than U.S. National Rate,6.2,10.6,  273,, 8.3,Better than U.S. National Rate,6.5,10.6,  249,,21.6,No Different than U.S. National Rate,17.8,25.6,   39,,27.4,No Different than U.S. National Rate,24.0,30.8,  315,,20.6,No Different than U.S. National Rate,17.4,24.1,  241,
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,NULL,NULL,BROOKLYN,NY,11203,KINGS,7182453901,16.0,No Different than U.S. National Rate,12.0,20.8,   56,, 9.9,No Different than U.S. National Rate,7.3,13.6,  132,,11.5,No Different than U.S. National Rate,8.5,15.5,  112,,20.1,No Different than U.S. National Rate,16.2,24.6,   36,,32.0,Worse than U.S. National Rate,27.4,37.1,  191,,24.4,Worse than U.S. National Rate,19.7,29.8,  109,
330203,CROUSE HOSPITAL,736 IRVING AVENUE,NULL,NULL,SYRACUSE,NY,13210,ONONDAGA,3154707449,17.4,No Different than U.S. National Rate,14.5,20.8,  275,,11.7,No Different than U.S. National Rate,9.8,14.1,  610,,11.5,No Different than U.S. National Rate,9.6,13.6,  702,,19.2,No Different than U.S. National Rate,16.2,22.5,  288,,22.8,No Different than U.S. National Rate,20.2,25.5,  702,,18.1,No Different than U.S. National Rate,15.9,20.6,  693,
330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NULL,NULL,NEW YORK,NY,10016,NEW YORK,2125614132,13.5,No Different than U.S. National Rate,10.0,17.8,   84,,10.6,No Different than U.S. National Rate,7.7,14.5,  141,,13.8,No Different than U.S. National Rate,10.4,18.4,  120,,22.4,No Different than U.S. National Rate,19.1,26.4,  182,,30.6,Worse than U.S. National Rate,25.8,35.8,  191,,19.6,No Different than U.S. National Rate,15.8,24.2,  127,
330205,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,NULL,NULL,WARWICK,NY,10990,ORANGE,8459862276,15.9,No Different than U.S. National Rate,12.3,20.3,   52,, 9.9,No Different than U.S. National Rate,7.1,13.6,  129,,13.0,No Different than U.S. National Rate,10.2,16.4,  215,,19.9,No Different than U.S. National Rate,16.1,24.2,   27,,23.0,No Different than U.S. National Rate,19.2,27.4,  148,,18.3,No Different than U.S. National Rate,15.2,21.9,  219,
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,NULL,NULL,YONKERS,NY,10701,WESTCHESTER,9149644444,15.0,No Different than U.S. National Rate,11.7,18.9,   94,, 8.9,Better than U.S. National Rate,7.2,10.9,  518,, 8.2,Better than U.S. National Rate,6.2,10.4,  390,,20.6,No Different than U.S. National Rate,16.8,24.9,   44,,25.7,No Different than U.S. National Rate,22.9,28.7,  604,,17.1,No Different than U.S. National Rate,14.4,20.1,  392,
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,NULL,NULL,OGDENSBURG,NY,13669,SAINT LAWRENCE,3153933600,16.0,No Different than U.S. National Rate,12.2,20.3,   60,,13.2,No Different than U.S. National Rate,10.2,17.0,  172,,10.5,No Different than U.S. National Rate,8.0,13.5,  213,,18.8,No Different than U.S. National Rate,15.5,22.9,   28,,24.8,No Different than U.S. National Rate,20.9,29.2,  186,,17.4,No Different than U.S. National Rate,14.4,21.1,  219,
330213,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,NULL,NULL,LOWVILLE,NY,13367,LEWIS,3153765200,16.8,No Different than U.S. National Rate,12.7,21.9,   32,,12.1,No Different than U.S. National Rate,8.8,16.7,   87,, 9.7,No Different than U.S. National Rate,7.0,13.3,  162,,NULL,Number of Cases Too Small,NULL,NULL,   12,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,23.5,No Different than U.S. National Rate,19.2,28.5,   93,,17.6,No Different than U.S. National Rate,14.1,21.4,  170,
330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NULL,NULL,NEW YORK,NY,10016,NEW YORK,2122637300,10.3,Better than U.S. National Rate,8.1,12.9,  257,, 6.6,Better than U.S. National Rate,5.3,8.1,  734,, 7.1,Better than U.S. National Rate,5.6,8.9,  564,,19.8,No Different than U.S. National Rate,17.0,23.0,  312,,23.6,No Different than U.S. National Rate,21.2,26.0,  943,,17.8,No Different than U.S. National Rate,15.4,20.3,  593,
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,NULL,NULL,ROME,NY,13440,ONEIDA,3153387000,16.0,No Different than U.S. National Rate,12.4,20.3,  114,,11.3,No Different than U.S. National Rate,9.1,14.0,  350,,12.9,No Different than U.S. National Rate,10.0,16.3,  271,,20.8,No Different than U.S. National Rate,17.0,24.8,   54,,23.6,No Different than U.S. National Rate,20.3,27.0,  384,,16.8,No Different than U.S. National Rate,13.8,20.2,  258,
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,NULL,NULL,OSWEGO,NY,13126,OSWEGO,3153495511,16.3,No Different than U.S. National Rate,12.9,20.3,  156,,12.8,No Different than U.S. National Rate,10.1,16.1,  254,,16.9,Worse than U.S. National Rate,14.0,20.2,  412,,19.6,No Different than U.S. National Rate,16.3,23.4,  100,,22.8,No Different than U.S. National Rate,19.5,26.7,  257,,18.8,No Different than U.S. National Rate,16.0,22.0,  387,
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,NULL,NULL,BUFFALO,NY,14215,ERIE,7168983936,20.6,Worse than U.S. National Rate,16.5,25.1,  180,,12.8,No Different than U.S. National Rate,9.9,16.4,  222,,13.3,No Different than U.S. National Rate,10.0,17.7,  146,,21.0,No Different than U.S. National Rate,17.4,25.0,  165,,23.9,No Different than U.S. National Rate,20.4,27.7,  258,,18.5,No Different than U.S. National Rate,15.0,22.4,  145,
